SampleID	PrimerPairID	BarcodeID	ProjectID
Junellia_crithmifolia_RGO2004_169	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo203	Tank_D/Verbenaceae_Frost_UW
Mulgurea_scoparia_RGO2004_178	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo204	Tank_D/Verbenaceae_Frost_UW
Verbena_montevidensis_RGO2004_112	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo205	Tank_D/Verbenaceae_Frost_UW
Verbena_intermedia_RGO2004_106	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo206	Tank_D/Verbenaceae_Frost_UW
Glandularia_aristigera_RGO2004_107	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo207	Tank_D/Verbenaceae_Frost_UW
Glandularia_guaranitica_RGO2004_124	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo208	Tank_D/Verbenaceae_Frost_UW
Glandularia_tenera_RGO2004_148	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo209	Tank_D/Verbenaceae_Frost_UW
Junellia_juniperina_RGO2004_158	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo210	Tank_D/Verbenaceae_Frost_UW
Junellia_juniperina_RGO2004_175	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo211	Tank_D/Verbenaceae_Frost_UW
Glandularia_chiricahensis_YWY2005_09	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo212	Tank_D/Verbenaceae_Frost_UW
Glandularia_bipinnatifida_YWY2005_13	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo213	Tank_D/Verbenaceae_Frost_UW
Verbena_hirtella_YWY2005_15	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo214	Tank_D/Verbenaceae_Frost_UW
Verbena_macdougalii_YWY2005_19	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo215	Tank_D/Verbenaceae_Frost_UW
Glandularia_lilacina_YWY2005_22	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo216	Tank_D/Verbenaceae_Frost_UW
Glandularia_gooddingii_YWY2005_28	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo217	Tank_D/Verbenaceae_Frost_UW
Verbena_canescens_YWY2005_14	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo218	Tank_D/Verbenaceae_Frost_UW
Glandularia_racemosa_CLL10190	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo219	Tank_D/Verbenaceae_Frost_UW
Glandularia_gooddingii_YWY2005_21	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo220	Tank_D/Verbenaceae_Frost_UW
Glandularia_flava_RGO2004_153	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo221	Tank_D/Verbenaceae_Frost_UW
Junellia_uniflora_RGO2004_155	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo222	Tank_D/Verbenaceae_Frost_UW
Junellia_connatibracteata_RGO2004_157	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo223	Tank_D/Verbenaceae_Frost_UW
Mulgurea_aspera_RGO2004_163	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo224	Tank_D/Verbenaceae_Frost_UW
Junellia_minima_RGO2004_174	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo225	Tank_D/Verbenaceae_Frost_UW
Glandularia_araucana_RGO2004_177	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo226	Tank_D/Verbenaceae_Frost_UW
Mulgurea_asparagoides_RGO2004_192	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo227	Tank_D/Verbenaceae_Frost_UW
Glandularia_aurantiaca_RGO2004_196	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo228	Tank_D/Verbenaceae_Frost_UW
Glandularia_teucriifolia_MNGD07_06_1982	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo229	Tank_D/Verbenaceae_Frost_UW
Glandularia_mendocina_RGO2004_205	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo230	Tank_D/Verbenaceae_Frost_UW
Glandularia_pumila_UTW13073	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo231	Tank_D/Verbenaceae_Frost_UW
Glandularia_delticola_RJF8157	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo232	Tank_D/Verbenaceae_Frost_UW
Glandularia_tampensis_PCS52577	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo233	Tank_D/Verbenaceae_Frost_UW
Glandularia_parodii_RGO2004_149	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo234	Tank_D/Verbenaceae_Frost_UW
Glandularia_bipinnatifida_RGO1992_133	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo235	Tank_D/Verbenaceae_Frost_UW
Glandularia_verecunda_JH22547	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo236	Tank_D/Verbenaceae_Frost_UW
Verbena_bonariensis_RGO2003_25	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo237	Tank_D/Verbenaceae_Frost_UW
Glandularia_platensis_PCS1139336	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo238	Tank_D/Verbenaceae_Frost_UW
Glandularia_canadensis_RDT88350	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Echo239	Tank_D/Verbenaceae_Frost_UW
