Barcode	5_8S	AT1G04200	AT1G13040	AT1G17760	AT1G26640	AT1G43860	AT1G80150_A	AT1_320F_C1261R	AT2G17670	AT2G28190_A	AT2G29210_A	AT2G29210_B_1	AT2G29210_B_2	AT2G38020_a_A	AT2G38020_a_C	AT2G38020_b	AT3G14730	AT3G16890	AT4G30825	AT5G18475	AT5_C875F_1890R	Cas_10778_F_Cas_11525_R	Cas_111970_F_Cas_112789_R	Cas_112854_F_Cas_113746_R	Cas_115094_F_Cas_116443_R	Cas_11589_F_Cas_12461_R	Cas_120561_F_Cas_121371_R	Cas_122476_F_Cas_123331_R	Cas_123306_F_Cas_124104_R	Cas_124082_F_Cas_124968_R	Cas_125001_F_Cas_125859_R	Cas_126110_F_Cas_126868_R	Cas_126859_F_Cas_127713_R	Cas_127891_F_Cas_128420_R	Cas_129331_F_Cas_130126_R	Cas_130168_F_Cas_130760_R	Cas_13394_F_Cas_14062_R	Cas_14073_F_Cas_14724_R	Cas_17609_F_Cas_18412_R	Cas_19198_F_Cas_19976_R	Cas_20851_F_Cas_21307_R	Cas_21290_F_Cas_22036_R	Cas_24256_F_Cas_25037_R	Cas_29425_F_Cas_30291_R	Cas_30274_F_Cas_31061_R	Cas_3185_F_Cas_3987_R	Cas_32159_F_Cas_32745_R	Cas_33546_F_Cas_34499_R	Cas_36699_F_Cas_37444_R	Cas_4537_F_Cas_5319_R	Cas_46472_F_Cas_47162_R	Cas_47139_F_Cas_47689_R	Cas_48611_F_Cas_49520_R	Cas_50548_F_Cas_51414_R	Cas_52327_F_Cas_52920_R	Cas_52901_F_Cas_53720_R	Cas_5508_F_Cas_6230_R	Cas_59866_F_Cas_60624_R	Cas_61880_F_Cas_62831_R	Cas_62840_F_Cas_63772_R	Cas_63749_F_Cas_64669_R	Cas_65707_F_Cas_66634_R	Cas_67504_F_Cas_68343_R	Cas_69456_F_Cas_70174_R	Cas_71554_F_Cas_72431_R	Cas_72399_F_Cas_73245_R	Cas_73947_F_Cas_74498_R	Cas_77140_F_Cas_78034_R	Cas_85769_F_Cas_86417_R	ETSB_18S_IGS	ETS_F_R	ITS1	ITS2	ITS_F_R	MIX_5	MIX_6	MIX_7	PIS_1	PIS_3	PIS_4	PPR_11_1020F_1545R	PPR_123_505F_1031R	PPR_24_188F_565R	PPR_24_450F_1008R	PPR_47_26F_811R	PPR_62_79F_650R	PPR_70_665F_1055R	PPR_97_358F_965R	Tha_ITS1F_ITS2R	W11F_W12R	W12F_W13R	matK_110F_715R	matK_521F_1103R	ndhF_1022F_1435R	ndhF_1410F_2054R	ndhF_516F_1054R	ndhF_57F_557R	rbcL_106F_655R	rbcL_635F_1395R	rpl32_79F_679R	rpoC2_1489F_2080R	rpoC2_524R_978R	rpoC2_91F_623R	rpoC2_965F_1520R	thal_13	thal_15	thal_44	thal_45	thal_46	thal_47	thal_50	thal_51	thal_52	thal_53	thal_54	thal_55	thal_57	thal_58	thal_59	thal_61	thal_62	thal_64	thal_65	thal_68	thal_69	thal_70	thal_72	thal_74	thal_75	thal_78	thal_80	thal_81	trnLF_1363F_1786R	trnLF_821F_1383R	trnT_77F_628R	v1v3set2	v1v3set3	v1v3set4	v4set1	v4set2	waxy_26F_446R	waxy_309F_909R	None
Lima553	0	349	3	113	8	256	83	3	639	174	23	574	128	144	616	3	187	979	202	919	2635	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	226	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	1	22	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	16184
Lima554	0	9513	10843	9459	1446	49	13418	4	2535	6573	1474	15421	16634	16751	21644	12486	13986	21295	13578	13766	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6110	19	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35	237	576	0	0	14	1	4	3	3	0	0	1	1	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	0	0	0	0	0	2	0	13664
Lima555	0	11453	11000	5589	42	3	7270	5	10405	8796	2452	12686	6749	28	11	6361	9192	16824	9330	12834	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1056	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	530	1	0	6	0	2	0	4	0	1	1	9	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	1	0	0	0	0	0	1	0	9945
Lima556	0	11894	10987	11445	11307	4466	15963	1	7593	17	69	6587	11431	18510	17320	2096	5271	17374	10474	13383	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16755	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	834	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11048
Lima557	0	891	1	1889	303	0	761	4	1	409	1	396	1	1	6352	732	1	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	142	0	2	0	0	12	0	1	1	0	0	0	2	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1993
Lima558	0	13593	14260	17003	15467	7871	16851	0	7866	12224	1320	18436	18618	19378	18436	17297	12466	19417	3058	14452	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3512	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	13	418	0	0	3	0	1	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	17110
Lima559	0	7761	4280	3435	5311	5	1141	2	4802	2479	48	8239	8817	9661	6669	8785	442	10447	3645	4806	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1082	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	52	0	1	2	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8639
Lima560	0	13786	21545	26598	26365	130	18524	0	9283	11811	3855	26489	17073	23653	28579	16047	13829	25107	7513	21375	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5622	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	31	918	1	3	7	1	2	2	5	0	1	2	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	5	0	0	0	0	0	0	0	19834
Lima561	0	2	1	11	5	1	2	4	4	7	0	6	2	0	5	2	3	3	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	36	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	5	0	2	1	2	0	1	2	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	1421
Lima562	0	303	4	1492	845	0	3	4	5	11	1	4	2	3	3109	2418	4	3	1363	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	36	3	1	0	2	8	1	3	2	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	5	0	0	0	0	0	0	0	1763
Lima563	0	2	4	15	4	2	2	0	4	2	1	3	5	0	4	3	1	2	5	2	647	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5714	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	4	0	0	1	2	0	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2882
Lima564	0	2	1	8	3	0	1	0	6	4	0	5	0	0	4	3	1	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	276
Lima565	0	4	0	3	3	1	6	1	0	1	0	2	4	4	3	1	1	1	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	54	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	1	0	2	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	380
Lima566	0	3	3	8	4	1	7	37	8	3	0	3	1	8	7	4	4	7	4	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1641	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1654
Lima567	0	2	4	5	3	0	1	0	3	5	1	4	1	3	9	2	4	3	3	4	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3656	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	1	0	0	0	0	0	0	0	896
Lima568	0	1	1	6	5	0	2	1	2	1	0	3	2	5	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	7	1	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	268
Lima569	0	8	10	72	158	2	6	0	21	3	1	23	87	56	14	13	4	45	16	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	1	10	2	1	0	0	1	1	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	4	0	0	0	0	0	0	0	942
Lima570	0	4	5	17	8	0	6	0	12	4	0	13	2	11	8	4	7	9	8	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	2	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	785
Lima571	0	5	4	24	7	0	7	0	9	4	0	5	9	12	9	10	9	8	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	148	1	0	2	9	0	2	3	1	0	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	8	0	0	0	0	0	0	0	733
Lima572	0	2467	2664	2369	4662	27	478	0	82	4943	179	6503	6485	2606	7958	83	559	5	3344	2251	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144348	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	45	24	0	0	3	0	2	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	20884
Lima573	0	14016	15812	11101	12336	3125	10237	0	8594	8519	3759	11921	14007	15032	18941	13069	15512	23069	8706	10960	359	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106471	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	3426	1830	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50191
Lima574	0	1200	1	222	4	0	418	352	103	9	15	17	2	1493	2810	25	1606	754	822	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	220953	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	1	241	0	0	4	0	1	0	0	0	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	21703
Lima575	0	3	4	15	6	0	1	1	8	4	0	7	4	1	7	5	2	5	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	31166	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	4	2	1	0	1	0	2	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	1	0	3953
Lima576	0	7	0	6	40	0	2	4187	9	5	12	59	0	3	1283	8	3	14	17	139	6445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7619	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	5	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	102478
Mike577	0	0	1	1	2	0	0	0	0	1	1	2	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	26	0	0	0	1	0	1	678	63	158	35	229	1	100	396	52	64	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	13	3	0	0	0	0	0	8	0	5988
Mike578	0	0	0	2	2	0	0	1	3	0	0	2	1	2	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4152	1	0	286	0	0	0	0	0	0	0	0	14	0	0	0	1176	0	2	0	0	15	36	10296	3722	5780	642	7267	437	2255	4892	1326	1013	4365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6809	1356	702	0	0	0	0	0	11013	690	9864
Mike579	0	0	2	0	2	0	1	1	1	1	0	0	0	2	3	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2322	0	0	290	0	0	0	0	0	0	0	0	12	0	0	0	49	0	0	1	0	21	38	282	892	5425	952	4491	259	1336	5941	1583	1618	4588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8470	1477	2222	0	0	0	0	0	616	0	8268
Mike580	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1013	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	671	0	0	0	0	0	3	3118	1	710	41	1900	62	193	1	122	403	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1780	131	0	0	0	0	0	0	1929	0	3994
Mike581	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	1173	2	0	0	0	1	10	4967	44	820	87	2870	131	187	791	1	150566	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4360	484	1	0	0	0	0	0	393	0	14634
Mike582	0	0	1	0	0	0	0	2	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	377	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1400	0	1	1	1	6	3	5090	130	709	91	2497	130	536	9	12465	89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3240	274	2	0	0	0	0	0	3366	1	11950
Mike583	0	0	1	2	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2617	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2245	0	0	0	1	10	10	6627	115	1245	154	4319	214	519	8	418	1789	1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5120	576	0	0	0	0	0	0	7102	3	5794
Mike584	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	64	0	0	1	0	0	0	0	0	0	0	0	16	2	0	0	54	0	0	0	0	1	11	142	48	2781	141	2478	34	38	2415	371	329	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946	369	15	0	0	0	0	0	104	0	8681
Mike585	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1020	0	0	45	0	0	0	0	0	0	0	0	12	0	0	0	127	3	0	0	0	10	16	106	390	3745	370	2831	91	99	3286	858	785	2646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3702	563	4	0	0	0	0	0	905	1	6763
Mike586	0	0	1	0	1	0	0	0	0	1	0	3	0	0	0	2	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	44	0	0	4	0	0	0	0	0	0	0	0	24	0	0	0	216	0	0	0	1	1	8	2644	698	1828	96	1491	12	238	1434	151	162	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	134	52	0	0	0	0	0	321	0	7000
